"editid","editor","oldrevisionid","newrevisionid","diffurl","class","annotators","totalannotators","edittime","editcomment","articleid","articletitle"
450739,"Etarasoff",326886133,326886204,"http://en.wikipedia.org/w/index.php?diff=326886204&oldid=326886133","regular",3,3,"2009-11-20T06:50:50Z","/* External links */",274779,"Bernese Mountain Dog"
450740,"Rich Farmbrough",326704556,326901535,"http://en.wikipedia.org/w/index.php?diff=326901535&oldid=326704556","regular",3,3,"2009-11-20T09:48:27Z","GF using [[Project:AutoWikiBrowser|AWB]]",4896923,"Peadar Andrews"
450801,"121.210.170.141",320117877,326559648,"http://en.wikipedia.org/w/index.php?diff=326559648&oldid=320117877","regular",3,3,"2009-11-18T16:40:15Z","Fixed inconsistent use of FirstName and Name. Added <code> tag to in-text code.",667443,"?:"
450802,"82.159.31.19",304691817,326559465,"http://en.wikipedia.org/w/index.php?diff=326559465&oldid=304691817","vandalism",10,17,"2009-11-18T16:39:22Z",,3595291,"Lost Trail National Wildlife Refuge"
450803,"Jhose",326803460,326804822,"http://en.wikipedia.org/w/index.php?diff=326804822&oldid=326803460","regular",3,3,"2009-11-19T21:32:29Z",,25137369,"Palletizer"
450804,"75.38.180.250",326781386,326781428,"http://en.wikipedia.org/w/index.php?diff=326781428&oldid=326781386","regular",3,3,"2009-11-19T19:22:19Z","/* Karen Hauer */",24920135,"So You Think You Can Dance (season 6) finalists"
450805,"Jrcla2",326799858,326827590,"http://en.wikipedia.org/w/index.php?diff=326827590&oldid=326799858","regular",3,3,"2009-11-19T23:35:34Z","[[WP:UNDO|Undid]] revision 326799858 by [[Special:Contributions/Chaldostunna19|Chaldostunna19]] ([[User talk:Chaldostunna19|talk]]) The names need to be ordered by alphabetical",24951084,"I Want to Work for Diddy 2"
450807,"64.134.241.103",326819585,326819683,"http://en.wikipedia.org/w/index.php?diff=326819683&oldid=326819585","regular",3,3,"2009-11-19T22:50:37Z","/* Nonprofit, law and government */",11222559,"List of Wharton School alumni"
450809,"Kiranchavala",326913177,326919418,"http://en.wikipedia.org/w/index.php?diff=326919418&oldid=326913177","regular",12,21,"2009-11-20T12:48:02Z","/* Plot */",22870525,"Kurbaan (2009 film)"
450810,"Kaiser matias",317656793,326856853,"http://en.wikipedia.org/w/index.php?diff=326856853&oldid=317656793","regular",3,3,"2009-11-20T02:44:55Z","Added national team to infobox",13128559,"Dimitri Kotschnew"
450861,"201.26.68.98",324042360,326744782,"http://en.wikipedia.org/w/index.php?diff=326744782&oldid=324042360","regular",3,3,"2009-11-19T15:37:12Z","/* Playwrights */",421311,"List of Brazilian writers"
450862,"NielsenGW",310635376,326850463,"http://en.wikipedia.org/w/index.php?diff=326850463&oldid=310635376","regular",3,3,"2009-11-20T02:00:44Z","Adding info",22909677,"Declana"
450863,"151.121.153.20",326722791,326931154,"http://en.wikipedia.org/w/index.php?diff=326931154&oldid=326722791","regular",3,3,"2009-11-20T14:29:54Z","/* Main religious preferences of Americans */",532793,"Religion in the United States"
450864,"91.110.167.116",326831444,326831681,"http://en.wikipedia.org/w/index.php?diff=326831681&oldid=326831444","vandalism",9,9,"2009-11-19T23:58:55Z","robin",46793,"Death Valley National Park"
450865,"64.251.164.162",326569678,326790404,"http://en.wikipedia.org/w/index.php?diff=326790404&oldid=326569678","vandalism",9,9,"2009-11-19T20:12:11Z","/* The Treaty of 1868 */",463108,"Red Cloud"
450867,"122.164.85.250",326900885,326901158,"http://en.wikipedia.org/w/index.php?diff=326901158&oldid=326900885","regular",3,3,"2009-11-20T09:44:55Z","/* Clans or Kootams of Kongu Vellala Gounders */",4355004,"Kongu Vellalar"
450868,"123.236.80.138",323281519,326912895,"http://en.wikipedia.org/w/index.php?diff=326912895&oldid=323281519","regular",3,3,"2009-11-20T11:39:17Z","/* Administration */",8735636,"Mutharasanallur"
450870,"212.69.3.56",326198103,326916771,"http://en.wikipedia.org/w/index.php?diff=326916771&oldid=326198103","regular",3,3,"2009-11-20T12:18:06Z",,2431470,"Milt Palacio"
450901,"24.6.232.216",326863862,326863961,"http://en.wikipedia.org/w/index.php?diff=326863961&oldid=326863862","regular",3,3,"2009-11-20T03:34:40Z","/* Price, Rarity and FAPE */  - hey guys buy from me on ebay - no.",10423764,"A Bathing Ape"
450902,"Pinethicket",326744006,326744086,"http://en.wikipedia.org/w/index.php?diff=326744086&oldid=326744006","regular",3,3,"2009-11-19T15:32:22Z","[[Help:Reverting|Reverted]] edits by [[Special:Contributions/169.244.255.223|169.244.255.223]] ([[User talk:169.244.255.223|talk]]) to last version by 119.202.90.140",19588,"Mitochondrion"
450903,"213.40.252.207",326723315,326834990,"http://en.wikipedia.org/w/index.php?diff=326834990&oldid=326723315","regular",12,19,"2009-11-20T00:21:50Z","/* Jordan */ Dawsons Field hijackings",249142,"List of RAF stations"
450904,"195.149.63.56",326744849,326745104,"http://en.wikipedia.org/w/index.php?diff=326745104&oldid=326744849","vandalism",16,21,"2009-11-19T15:39:35Z",,7672714,"List of bands from Glasgow"
450905,"62.131.152.68",321898916,326563112,"http://en.wikipedia.org/w/index.php?diff=326563112&oldid=321898916","vandalism",9,9,"2009-11-18T17:01:15Z","/* Production */",20978744,"Ullasa Utsaha"
450906,"220.255.202.4",310144231,326912050,"http://en.wikipedia.org/w/index.php?diff=326912050&oldid=310144231","regular",3,3,"2009-11-20T11:30:46Z",,2148348,"Sembawang MRT Station"
450908,"Iqinn",326924186,326924466,"http://en.wikipedia.org/w/index.php?diff=326924466&oldid=326924186","regular",3,3,"2009-11-20T13:34:39Z","Reverted 1 edit by [[Special:Contributions/117.242.28.142|117.242.28.142]] identified as [[WP:VAND|vandalism]] to last revision by [[User:24.108.208.194|24.108.208.194]]. ([[WP:TW|TW]])",578177,"Dawood Ibrahim"
450909,"ColdWind",326803661,326803852,"http://en.wikipedia.org/w/index.php?diff=326803852&oldid=326803661","regular",3,3,"2009-11-19T21:26:30Z","typo",25137383,"CropLife International"
450951,"24.80.124.116",326112998,326853995,"http://en.wikipedia.org/w/index.php?diff=326853995&oldid=326112998","regular",3,3,"2009-11-20T02:25:58Z",,1196104,"Done with Mirrors"
450952,"Nightstalker12",325583276,326900248,"http://en.wikipedia.org/w/index.php?diff=326900248&oldid=325583276","regular",3,3,"2009-11-20T09:35:02Z",,17229346,"Blackhawk Christian School"
450953,"DanTD",305677535,326782379,"http://en.wikipedia.org/w/index.php?diff=326782379&oldid=305677535","regular",3,3,"2009-11-19T19:27:26Z","FL 50 shield added",14459044,"U.S. Route 98 Truck (Brooksville, Florida)"
450955,"RadioBroadcast",326875469,326875906,"http://en.wikipedia.org/w/index.php?diff=326875906&oldid=326875469","regular",3,3,"2009-11-20T05:05:01Z","/* Visitor complex */",16421,"Kennedy Space Center"
450956,"Dan6hell66",326787031,326803700,"http://en.wikipedia.org/w/index.php?diff=326803700&oldid=326787031","regular",3,3,"2009-11-19T21:25:37Z","Filling in 7 references using [[WP:REFLINKS|Reflinks]]",24706732,"I Am... Yours: An Intimate Performance at Wynn Las Vegas"
450957,"Andrewxtc",326899796,326899852,"http://en.wikipedia.org/w/index.php?diff=326899852&oldid=326899796","regular",3,3,"2009-11-20T09:30:40Z","/* Influential Characters */",6441410,"Avoca Beach, New South Wales"
450959,"Johnpacklambert",325132687,326885340,"http://en.wikipedia.org/w/index.php?diff=326885340&oldid=325132687","regular",3,3,"2009-11-20T06:38:57Z","/* References */",7432331,"North Allegheny Intermediate High School"
450960,"76.110.143.233",321461149,326861016,"http://en.wikipedia.org/w/index.php?diff=326861016&oldid=321461149","regular",3,3,"2009-11-20T03:14:40Z","/* Broncos */",11096299,"1980–81 Honduran Liga Nacional"
450991,"83.247.21.92",309630383,326901895,"http://en.wikipedia.org/w/index.php?diff=326901895&oldid=309630383","regular",3,3,"2009-11-20T09:52:08Z",,18092766,"O3spaces"
450992,"Donmike10",295196564,326562889,"http://en.wikipedia.org/w/index.php?diff=326562889&oldid=295196564","regular",3,3,"2009-11-18T16:59:59Z",,6157722,"Susan Cheever"
450993,"LokiClock",326931239,326931284,"http://en.wikipedia.org/w/index.php?diff=326931284&oldid=326931239","regular",3,3,"2009-11-20T14:30:54Z","/* Weak verbs */",22666,"Old Norse"
450995,"Sdfghnf",326858125,326860797,"http://en.wikipedia.org/w/index.php?diff=326860797&oldid=326858125","regular",3,3,"2009-11-20T03:12:54Z","/* 2011 Womens World Cup host */ is",4672944,"Rudolf-Harbig-Stadium"
450996,"Richard75",326799484,326799593,"http://en.wikipedia.org/w/index.php?diff=326799593&oldid=326799484","regular",3,3,"2009-11-19T21:01:50Z","/* 15 August */",2476201,"Military coups in Bangladesh"
450997,"142.150.49.117",326847568,326848916,"http://en.wikipedia.org/w/index.php?diff=326848916&oldid=326847568","regular",3,3,"2009-11-20T01:50:27Z","/* Philosophy */",2644614,"List of University of Toronto people"
450998,"Dismas",326850424,326876307,"http://en.wikipedia.org/w/index.php?diff=326876307&oldid=326850424","regular",3,3,"2009-11-20T05:08:36Z","Reverted to revision 326849051 by [[Special:Contributions/68.126.148.109|68.126.148.109]]; no image. using [[WP:TWINKLE|TW]]",20775683,"Katherine Curtis"
450999,"BlueEarth",325601405,326790347,"http://en.wikipedia.org/w/index.php?diff=326790347&oldid=325601405","regular",3,3,"2009-11-19T20:11:50Z","add a star with two new planets",8591880,"List of stars in Tucana"
451061,"190.10.168.99",325554077,326855112,"http://en.wikipedia.org/w/index.php?diff=326855112&oldid=325554077","regular",3,3,"2009-11-20T02:33:45Z",,15866,"January 27"
451062,"96.250.11.18",325937642,326827103,"http://en.wikipedia.org/w/index.php?diff=326827103&oldid=325937642","regular",3,3,"2009-11-19T23:32:51Z","/* Student organizations and clubs */",5648186,"Bayside High School (New York City)"
451063,"118.209.242.209",326893064,326908650,"http://en.wikipedia.org/w/index.php?diff=326908650&oldid=326893064","regular",3,3,"2009-11-20T10:59:07Z",,24892652,"List of Mercy episodes"
451064,"OnBeyondZebrax",326860369,326860969,"http://en.wikipedia.org/w/index.php?diff=326860969&oldid=326860369","regular",3,3,"2009-11-20T03:14:18Z","/* Rhythm and blues and rock and roll */ add pic",664230,"Rhythm section"
451065,"71.100.0.20",325438648,326840262,"http://en.wikipedia.org/w/index.php?diff=326840262&oldid=325438648","regular",7,9,"2009-11-20T00:54:07Z","/* Marvel Mangaverse */",3646769,"Horsemen of Apocalypse"
451068,"Raven Bot",326412766,326852526,"http://en.wikipedia.org/w/index.php?diff=326852526&oldid=326412766","vandalism",13,20,"2009-11-20T02:16:05Z",,2658419,"Call accounting"
451069,"71.192.161.134",326553200,326889909,"http://en.wikipedia.org/w/index.php?diff=326889909&oldid=326553200","regular",3,3,"2009-11-20T07:30:33Z","/* Filmfare Awards */  - Shahrukh was only nominated for his role in Swades. Though he did win the Filmfare award in 2005, it was for his role in Veer-Zaara, released the same year.",1341089,"Swades"
451070,"131.96.211.213",326813243,326813532,"http://en.wikipedia.org/w/index.php?diff=326813532&oldid=326813243","regular",3,3,"2009-11-19T22:18:29Z","/* Genealogy of Uga namesakes */",1052905,"Uga (mascot)"
451101,"Richard Arthur Norton (1958- )",326885782,326885802,"http://en.wikipedia.org/w/index.php?diff=326885802&oldid=326885782","regular",3,3,"2009-11-20T06:45:33Z",,25142272,"Antonio F. Vachris"
451102,"63.173.0.195",326817454,326818006,"http://en.wikipedia.org/w/index.php?diff=326818006&oldid=326817454","regular",3,3,"2009-11-19T22:42:13Z",,8168726,"Gurnee Mills"
451104,"Good Olfactory",321874842,326804793,"http://en.wikipedia.org/w/index.php?diff=326804793&oldid=321874842","regular",3,3,"2009-11-19T21:32:19Z","Removed category [[:Category:St. Louis Rams culture and lore|St. Louis Rams culture and lore]]; Quick-adding category [[:Category:St. Louis Rams|St. Louis Rams]] (using [[WP:HOTCAT|HotCat]])",2809382,"The Greatest Show on Turf"
451105,"24.15.103.98",326146794,326822067,"http://en.wikipedia.org/w/index.php?diff=326822067&oldid=326146794","vandalism",11,16,"2009-11-19T23:03:42Z",,233217,"Tiger shark"
451107,"Tedickey",326805714,326811203,"http://en.wikipedia.org/w/index.php?diff=326811203&oldid=326805714","regular",13,21,"2009-11-19T22:06:19Z","[[WP:UNDO|Undid]] revision 326805714 by [[Special:Contributions/Vampyre Ivy|Vampyre Ivy]] ([[User talk:Vampyre Ivy|talk]])",237523,"Pocahontas"
451108,"Aladdin Sane",318807285,326892282,"http://en.wikipedia.org/w/index.php?diff=326892282&oldid=318807285","regular",3,3,"2009-11-20T08:01:04Z","McPherson died in 1897; could not find replacement article.",556763,"The Summoning"
451109,"Wikiaddict8962",326851791,326852244,"http://en.wikipedia.org/w/index.php?diff=326852244&oldid=326851791","regular",3,3,"2009-11-20T02:14:00Z",,9838670,"Adelaide Casely-Hayford"
451110,"Materialscientist",326878374,326878785,"http://en.wikipedia.org/w/index.php?diff=326878785&oldid=326878374","regular",3,3,"2009-11-20T05:29:37Z","[[Help:Reverting|Reverted]] edits by [[Special:Contributions/96.242.32.115|96.242.32.115]] ([[User talk:96.242.32.115|talk]]) to last version by William Avery",20373503,"Yttrium"
451131,"XLinkBot",326744728,326744789,"http://en.wikipedia.org/w/index.php?diff=326744789&oldid=326744728","regular",7,9,"2009-11-19T15:37:14Z","BOT--Reverting link addition(s) by [[:en:Special:Contributions/59.103.11.100|59.103.11.100]] to revision 326669592 (fahad_bangash@yahoo.com)",6219782,"Malhoo"
451133,"PeeJay2K3",326217726,326799162,"http://en.wikipedia.org/w/index.php?diff=326799162&oldid=326217726","regular",3,3,"2009-11-19T20:59:18Z","fixed",1699307,"Norman Whiteside"
451134,"Neptunerover",324159806,326873384,"http://en.wikipedia.org/w/index.php?diff=326873384&oldid=324159806","regular",3,3,"2009-11-20T04:43:53Z","wording changes",1100006,"Valiant Comics"
451135,"Bender235",326787870,326802907,"http://en.wikipedia.org/w/index.php?diff=326802907&oldid=326787870","regular",3,3,"2009-11-19T21:21:15Z","/* The Stafford Effect */",7574767,"Matthew Stafford"
451136,"Dimitris",324913196,326911952,"http://en.wikipedia.org/w/index.php?diff=326911952&oldid=324913196","regular",7,9,"2009-11-20T11:29:47Z","/* References */",2582022,"Cypriot cuisine"
451137,"Crusoe8181",275653545,326904857,"http://en.wikipedia.org/w/index.php?diff=326904857&oldid=275653545","regular",3,3,"2009-11-20T10:21:51Z","add coord",21861993,"Arfamoussaya"
451138,"The Thing That Should Not Be",326814722,326814766,"http://en.wikipedia.org/w/index.php?diff=326814766&oldid=326814722","regular",3,3,"2009-11-19T22:25:17Z","[[WP:RBK|Reverted]] edits by [[Special:Contributions/82.45.227.150|82.45.227.150]] ([[User_talk:82.45.227.150|talk]]) to last revision by The Thing That Should Not Be ([[User_talk:The Thing That Should Not Be|Report Mistake]]) ([[WP:HG|HG]])",26230922,"Nobel Peace Prize"
451140,"124.187.30.49",293589901,326880952,"http://en.wikipedia.org/w/index.php?diff=326880952&oldid=293589901","regular",3,3,"2009-11-20T05:51:08Z",,5934528,"Doug Overton"
451172,"Dared111",326822344,326914244,"http://en.wikipedia.org/w/index.php?diff=326914244&oldid=326822344","regular",3,3,"2009-11-20T11:52:21Z","/* Season two through three */",2655089,"SpongeBob SquarePants"
451173,"85.231.125.229",326617048,326819301,"http://en.wikipedia.org/w/index.php?diff=326819301&oldid=326617048","regular",13,21,"2009-11-19T22:48:47Z",,1093704,"Samael Aun Weor"
451174,"24.10.178.47",326624858,326859575,"http://en.wikipedia.org/w/index.php?diff=326859575&oldid=326624858","regular",3,3,"2009-11-20T03:02:21Z","/* 1984-1987 */",4200111,"Honda Civic Si"
451175,"Rjwilmsi",291692755,326559676,"http://en.wikipedia.org/w/index.php?diff=326559676&oldid=291692755","regular",3,3,"2009-11-18T16:40:27Z","accessyear {{cite web}} parameter cleanup using [[Project:AutoWikiBrowser|AWB]]",8892419,"American Eagle Flight 4359"
451176,"Sift&Winnow",326822811,326832709,"http://en.wikipedia.org/w/index.php?diff=326832709&oldid=326822811","regular",3,3,"2009-11-20T00:05:30Z","copyedited; reorganized per [[WP:USCITY]]",139599,"Park Falls, Wisconsin"
451177,"Feline Hymnic",326719490,326828128,"http://en.wikipedia.org/w/index.php?diff=326828128&oldid=326719490","regular",3,3,"2009-11-19T23:38:40Z","rv vandalism missed yesterday",83490,"Advent"
451178,"Sapwood2",326857642,326857696,"http://en.wikipedia.org/w/index.php?diff=326857696&oldid=326857642","regular",3,3,"2009-11-20T02:50:24Z","[[WP:UNDO|Undid]] revision 326852275 by [[Special:Contributions/174.0.40.180|174.0.40.180]] ([[User talk:174.0.40.180|talk]])",29678,"Trade"
451179,"98.195.39.53",326862480,326868988,"http://en.wikipedia.org/w/index.php?diff=326868988&oldid=326862480","vandalism",16,17,"2009-11-20T04:07:37Z",,4759398,"Z-Ro"
451221,"94.21.115.148",257343467,326831587,"http://en.wikipedia.org/w/index.php?diff=326831587&oldid=257343467","regular",3,3,"2009-11-19T23:58:14Z","/* External links */",6583377,"Fate: Gates of Dawn"
451222,"Paustin",326932522,326932830,"http://en.wikipedia.org/w/index.php?diff=326932830&oldid=326932522","regular",3,3,"2009-11-20T14:42:45Z","/* External links */ ~~~~ added another link for odd forms blog",1505242,"Lewis Turco"
451223,"Ssolbergj",326845877,326845918,"http://en.wikipedia.org/w/index.php?diff=326845918&oldid=326845877","regular",3,3,"2009-11-20T01:29:57Z",,7742342,"Herman Van Rompuy"
451224,"63.76.42.100",326561829,326561909,"http://en.wikipedia.org/w/index.php?diff=326561909&oldid=326561829","regular",7,9,"2009-11-18T16:54:13Z","/* Mixed martial arts record */",1423327,"Renzo Gracie"
451225,"Pats1",325735011,326834924,"http://en.wikipedia.org/w/index.php?diff=326834924&oldid=325735011","regular",3,3,"2009-11-20T00:21:32Z","/* References */new cat, Replaced: Mens college basketball → College mens basketball, using [[Project:AutoWikiBrowser|AWB]]",21786973,"DePaul Blue Demons mens basketball"
451227,"Topbanana",326294622,326813833,"http://en.wikipedia.org/w/index.php?diff=326813833&oldid=326294622","regular",3,3,"2009-11-19T22:20:07Z","[[WP:UNDO|Undid]] revision 326256916 by [[Special:Contributions/71.218.234.186|71.218.234.186]] ([[User talk:71.218.234.186|talk]])",2082369,"Common Shrew"
